stem,stem_translit
spandyād,spndyʾt'
rōstam,lwst'm
nibišt,Y̱KTYB
tāzīg,tʾcykʾ
rawāgēnīd,lwbʾkynyt
xwāhīh,hwʾsyh
ānāft,ʾnʾp̄t'
wirēz,lʾc
saxwan,MRYAʾ
gāhān,gʾyhʾ
zofr,zwpl
wany,HP̱DN
čim,c
men,m
ayād,ʾḇyḏʾʾ
pāyram,pʾtlm
uzīd,ʾwcyt'
dūdag,dwtk'
abarmān,ʾp̄lmʾn'y
brahm,lhm
ristag,lystk'
brahm,blʾhm
ērang,ʾylng
dāšt hēnd,dʾšt HWEd
harg,hlg
petyārag,pytydʾlk
māzdēsn,mẕdys͟nʾ
paydāg,pytʾk'
gēhān,gyhn'
bālist,bʾlyst
harwisp,hlwsp'
būd hēnd,YHWWNt' HWEd
ahreman,ʾhlymn'
danišnīh,dʾnšnyh
zōfr,zwpl
xēm,hʾm
gumēz,gwmyc
sar,slʾ
wimand,wymnd
ēk ō did,ʾywk' OL TWḆ
paywast hēnd,ptwst HWE'd
dān,YDO
tā hamē,OD hmʾy
zamān,ẕmʾn'
abesīhānd,ʾp̄yshyn'd
ganāg,gnʾk
handāz,hndʾc
az,QDM
tā,QDM
čē,QDM
abzār,ʾp̄zʾlʾ
brēhēnīd,blyhynyt'
būd hēnd,YHWWNt' HWE'd
amenīdār,ʾmynytʾl
arawāg,ʾlwbʾk
anāgāh,ʾnʾkʾs
zufāyīg,zwpʾyk
āxēzist,ʾhcst'
wimand,wymn'd
payrūd,ptlwt'
murnǰēnīd,mwlncynyt
tag,t'k
tom,tm
dwārist,dwbʾlst'
kirrēnīd,klynyt'
niyāb,nydʾp̄
ardīkkarīh,ʾltykḵlyh
sahm,shmy
pūdag,pwtk'
wad,w
dušdāg,dwšdʾ
burzīd hēnd,bwlcyt' HWEd
wan,wn
burzīd,bwlcyt'
asōhišn,ʾswhšn
apōhišn,ʾp̄whšn'
bawē,YHWWNyӯ
agar,HT'
ardīg,ʾltyk
sārēnē,sʾlynyӯ
mān,mʾn'
dō,2ʾ
sūd,swt'
abgārīhā,ʾp̄kʾlyhʾ
drāyīd,dlʾdyt'
barēm,YḆLWNm
murnǰēnēm,mlncynm
hāzēm,hʾcym
adōstīh,ʾdwstyh
padist,ptst
burd,YḆLWNy͟t
hē,HWE'yy
murnǰēnīd,mlncynytn
padist,ptst'
burd,YḆLWNy͟t'
nišast,nšstn
pašn,pšn'
abganēm,LMYTWNm
kardan,OḆYDWNtn'
agārēn,ʾkʾlyn'
awēn,ʾwyn
wahmān,wʾhmʾn'
ardīg,ʾltyk'
ahunawar,ʾhnwl
yaθā ahū vairyō,yt#ʾhw wylywk'
wīst ud ēk,20 W#ʾywk'
xwēš,NPŠE'
agārīh,ʾkʾlyh
gannāg,gnnʾk'
abesīh,ʾp̄sh
apetyāragīh,ʾp̄tydʾlkyh
abōy,ʾbwd
ōbast,ʾwpst'
guft būd,gwpt' YHWWNt'
hanǰīd,hncyt'
šnūg,šnwk
sayist,ŠKBHWNst'
frazānag,plcʾnk'
nazdist,nzst'
dād,YHBWNt'
kard,krt''
menīd,mynyt'
hagriz,hklc'
ǰud pad,ywdt' PWN
brēhēn,blyhyn
rawāg,lwbʾk'
čār,cʾlʾ
kanār,knʾl
asazišnīh,ʾscšnyh
brēh,ḇlyh
ward,ywl
adānīh,ʾdʾn'yh
kōxšīd,kwhšyt'
frazānagīh,plcʾnkyh
apahlomīh,ʾp̄ʾhlwmyh
kanār,knʾlk
ak,ʾkn
dām,dʾmʾ
iz ī,c Y
ayāb,ʾyʾp
ayāb,'ʾyʾp̄k
abganīh,LMYTWNy
pēsīdag,psytk
ških,škyh
ōš,ʾ
nigūn,nkwn
čāh,cyhʾ
kan,HP̱LN
gētīg,gytyy
kirb,klp'
spēd,spyt'
stī,styy
abāyist,ʾp̄ʾst'
xwadāy,hwtʾk'
xwadāy,hwtʾk
abāyist,ʾp̄ʾst
syā,sydyʾ
ādurestar,ʾtwr'yst
ēwēn,ʾʾn
nēst,LO'YT
nazdist,nzdst'
gowišnīh,gwbšh
kirb,klpk
asar,ʾslk
yaθā ahū vairyō,ytʾ
bun,BRA
dahīhist,YHBWNyhst'
tārīk,tʾlyk
sad ud šast ud panǰ,100 W 60 W 5
xwāhr,hwʾhl
stahm,sthm
zofāy,zwpʾk
dušwār,dwšwʾl
brīn,blyn
dād būd hēnd,YHBWNt' YHWWNt' HWE'd
šaš,3
bar,YḆLWNtn
šaš,7
xwad,hwt'
mihōxt,mhtwht
akōman,ʾkwmn'
māzdēsn,mʾẕdys͟nʾ
frašgird,plškrt'
ardwahišt,ʾrtwhšt'
šahrewar,štrywr
amurdād,ʾmwrdt'
noh,9
ahlā,hlʾ
mānsarspand,mʾnslsp̄nd
yāzdah,11
nēryōsang,nylywsng
ratwō,ltpwk
berezīt,bylzyt'
sēzdah,13
čahārdah,14
frāy,plʾy
gōyōd,gwywt'
ahlišwang,ʾlšwng
šāzdah,16
pārand,pʾlnd
haftdah,17
xwāb,hwʾ
nōzdah,19
dādestān,dʾtst
pēšēmāl,pyšm
pasēmāl,psymʾl
dudīgar,dtyḵl
sidīgar,styḵl
kamāl,kmʾly
sāwul,sʾwwl
nāghēs,nʾhykyh
tarōmad,tlwmt'
tariz,tlyc
zariz,zylyc'
abārīg,ʾp̄ʾrykʾ
padist,PWN stycc
barēd,YḆLWNym
tarr,tlyh
šuhr,šwsl
homānāg,hmʾnʾk'
tarr,tlgy
daštag,dštk
homānāg,hwmʾnʾk'
wiškīdag,wškytk
būd,YHW
pāy,LGLE'
gabr,gwbl
čandišag,cndšk
be ō,BRA OLE
hangōšīdag,hngwšytk
hambūs,hn'bwšyn'
srešk,slšk
gōspand,gwsp̄ndʾ
tišn,tšn'
hudāg,hwdʾk
xwarg,hwlg
brāh,blʾh
ǰuwān,ywḇʾn'
sāl,sʾl
xāyag,AHLg
dēs,gʾs
xwēn,hwn
āhan,ʾhyn'
almast,ʾlmʾst'
andarōn ī,ʾndlwn' Y
āwahan,ʾwbʾhn'
drubušt,dlpwšt'
abāyist,ʾp̄ʾdst'
nihād ēstēd,HNHTWNt YKOYMWNyt'
ayāb,ʾywp'
mān,mʾnʾ
mān,KTLWN
pahnāy,pʾhnʾd
zahīh,zhyh
hamōg,hmwg
xub,hwp
sar,sʾl
padīrift,ptylpt'
drang,dlng
dwārist,dwbʾlstn
hišt,ŠḴWNt'
gurd,gwlt'
paymōxt ēstēd,ptmwht' YKOYMWNyt'
urwāhman,ʾwlwʾhmn
aškamb,KLS̱E
tazīd,tcyt'
miznē,mn'mnzny͟d͟y͟y
snēxr,snyhr
snēzag,snck'
nišēb,ʾp̄'
anabrāz,ʾnʾp̄lʾc'
winārd,wynʾlt'
se ēk,3#ʾywk'
saxt,sʾht'
sangsār,CCAẕʾl
se ēk,3#ʾyw'
brēhēnīd,blyhynyt
gard,ngltn'
āgand,ʾkn'd
narm,nym
gilak,tnslk'
waxšīd hēnd,whšyt' [HWEd]
rust hēnd,lwst' HWE'd
āhan,ʾsn'
rōy,rwd
gōgird,gwglt'
bōrag,bwlk
gač,gc
harwisp,hlwst'
ʾstdʾhl,ʾstdʾhl
hōmānāg,hmʾnʾk
kust,kwst'
grift ēstēd,OHDWNt' YKOYMWNyt'
ō mayānag ī,OL mdyʾnk' Y
rust,lwst'
pāy,pdyӯ
azg,ӯʾzg
pōst,ӯpwst'
xār,ӯhʾl
tarr,tl
wisp,wsp'
sardag,sltk'
zōr,zwl
urwar,ʾwlwlʾ
čihr,cyhʾl
ēwan,ʾʾwn'
angust,ʾngwst'
wēz,wyc
pad mayānag ī,PWN mdyʾnk' Y
bār,bʾlʾyh
dāitī,dʾytӯ
mayānag ī,mdyʾnk' Y
gayōmart,gʾywkmlt'
bār,bʾlʾ
dāitī,dʾyty
mayānag ī,mdyʾnk Y
hōy,hwy
ālag,ʾlk
dašn,dšn'
ēk az did,ʾywk' MN TWḆ
bālā,bʾlʾd
čašm,cšmʾ
gōš,gwšʾ
uzwān,ʾwzwʾ
daxšag,dhškʾ
hangōšīdag,hngwšytk'
zād hēnd,Y̱LYDWNt HWEd
xwāb,hwyӯ
zargōn,zlgwn
sad šast panǰ,100 60 5
māhīg,BYRHygʾ
sīh panǰ,30 5
nihād,HNHTWNt'
pād,NTLWNt'
mēdyōzarm,mytywkzlm
māh,MYA
panǰāh panǰ,50 5
mēdyōšim,mytywkšm
tērag,tylk
ard,ʾlt'
anagrān,ʾnglʾn'
pēdišah,pytyšʾh
pāy,pdӯ
wīst panǰ,20 5
ayāsrim,ʾyʾslm
haftād panǰ,70 5
mēdyārim,mytyʾylym
anagrān,ʾnʾglʾn'
truftag,tlwptk'
duzīdag,dwcytk
hamaspahmēdim,hmʾsp̄mʾdym
ham,hʾm
mardōm,mltwmʾn'
raft hēnd,lpt' HWE'd
truftag,tlwptk
panǰ,pn
ahunawēd,ʾhnwyt
uštawēd,ʾwštwʾyt'
spandmad,spytmt
wahušahr,whwštl
wahištōišt,whštwyšt
nihād ēstēd,HNHTWNt' YKOYMWNyt'
ēn,YWM
wahrām,wlhlʾn'
zāmyād,zʾmyʾt'
māraspand,mʾrsp̄nd
māhīg,mʾhykʾ
jah,y
nāmčišt,nʾmcšt'
nibisīhēm,Y̱KTYBWNyhym
hašt,yhbʾ
āgrift,ʾglpt'
ōyrišt,ʾwwlyšt
arduš,ʾldwš
bāzāy,bʾcʾy
yāt,yʾt
tanāpuhl,tnʾp̄whl
stēr,styl
stēr,stbyl
dram,ẔWẔN
kehist,kyhst'
tāwān,tʾp̄ʾn'
wešist,wyšst
šast,60
sad ud haštād,100 W 80
nēw,gwšsp
sōšāns,swšyns
farrobāy,flbʾy
narsē,nrsʾy
mēdyōmāh,mytwkmʾh
abarg,ʾp̄lg
bast ēstēd,bst' YKOYMWNyt
nasuš,nswš
dwār,dbʾl
pasušhōrw,pswšhwl
wišhōrw,wyšhwl
wohūnazg,whwnzg
tarrog,tlwk
rōγwīg,lwk'wyk
wind,wnd
pōzag,pwck
warāγ,wlʾg
karkas,klkys
ābustan,ʾp̄stn'
dō,TLYN
bar,YḆLWNy͟
sar,slwb'
hazzān,hzʾn
ō,ʾw
paywēšag,ptwyšk
kōdag,kwtk
hašt,TWMNYA
aburnāy,ʾp̄lwnʾd
nihuft,nhwp
marg,mlglcʾnyk
hēmōn,hymwn
dahlīz,dʾhlyc
awar,LPM
hād,HWEt
warr,wl
azabar ī,hcpl Y
hušk,hwšk'
azēr ī,hcdl
stān,YNSḆWNy
wistarg,wstlḵ
bālēn,bʾlyn'
hambun,hmbwn'
rēman,lymn'
taxt,tht'
kard,kl
taxt,tht
rēz,lycyn
sang,yʾnʾk
andar zamān,ḆYN zmʾn
šōy,šw
grift ēstēd,OHDWNt YKOYMWNyt'
sargēn,slgn'
ādurestar,ʾtwrstl
daštān,dštʾn'
sang,šng
bān,bʾn'
masāy,msʾy
xānag,hʾnk'
ē,yӯ
fragān,plkʾn'
mad ēstēd,mt' YKOYMWNyt
raf,lytʾӯ
xafag,hp̄k
rasan,lsn'
galōg,glwk
ōbast,NPLWNst
nišast ēstēd,YTYBWNst YKOYMWNyt
ōbast,NPLWNstn
tarūn,tlwn
tarun,tlwn
nasāy,nsʾy
garzag,klck
andarōn,ʾndlwn'
rōγn,MŠYA
andarōn,[ʾndlwn']
ud,[W]
xumb,hmbwn
hušk,hwš
ǰōrdā,ywltʾḵ
andarōn ī,ʾndlwn Y
garzag,glck'
māl,mʾl
šud ēstēd,OZLWNt YKOYMWNyt
ē,ʾӯ
garzag,glck
šuhr,šwsr
stān,YNSḆW
xišt,hšt
xāk,APLA
čārōg,cʾlwk
sargēn,slgn
ārd,KHMAd
ārd,ʾl
sāxt ēstēd,sʾht YKOYMWNyt
dēwār,dywʾl
burr,bw
gil,gl
brīn,PSKW
gač,gcy
bōdōzed,bwtwzyt
tab,t
marg,mlglcʾn'
sāxt,sʾh
stad ēstēd,YNSḆWNt YKOYMWNyt
bar,YḆLW
ǰīw,yyw
jum,jum
nō,TYŠYA
šabag,špk'
šōy,šwdyn
tuhīg,twhyyk
pāk,DḴYA
gumbad,gwmbt
wiškar,wškl
bē az,BRA MN
puxt,pwh
brišt,blš
abrōxt,ʾp̄lwhtn
ēud,I
xwarg,hwl
rēxt,lyhtn
pādyāb,pʾtyyʾp̄
burd,YḆLWNytn
apādyāb,ʾp̄ʾtyyʾp̄
andar awiš,ḆYN#ʾwbš
tehag,tyhk
daz,d
sōšyans,swšyns
kay,k'y
kay,ky
dārōnīg,dʾlwnʾḵ
pahikōb,ptkwp
zūzag,zwzk
hamrīt,hmlyt
petrīt,pytryt
petrīt,pytlyt
kard ēstēd,OḆYDWNy͟t YKOYMWNyt
abārīg,ʾp̄ʾryḵ
aškōb,ʾškwp
marg,mlglcʾn
dīd,HZYTWNt'
ǰumbēn,ywmby
rištag,lyštk
ǰumbēn,ywmbynn
pišag,pyšk
ōh,OL
šōyīšn,šwdšn'
dīd,HZYTWNt
any,AHRNy
ǰumbēnīd,ywmbynyt
tanābuhl,tnʾp̄whl
ō,KN
hambun,hʾmbwn
ǰumbēnīd hē,ywmbynyt HWEyӯ
pad rāh ī,PWN lʾs Y
čandēn,cndy
say,ŠKBHW
dōš,dwš
mad hēm,YATWNt HWEm
dārīšn,dʾlšn
ramag,lmk
xward ēstēd,OŠTENt' YKOYMWNyt
gumēxt ēstēd,gwmyht YKOYMWNyt
bē,by
nēw,gwgwšsp
hazzān,hzʾn'
arzān,I
zofāy,zwpʾd
zahag,zʾhk'
zofrāy,zwplʾd
mayān,myʾn
ēstād,YKOYMWNʾ
bē ka,BRA AMT
zyān,zydʾn'
kām,YCBE
drahnāy,dlhnʾӯ
ay,YATW
čē,cy
š(?),š
kešīd,kšytn
stad,YNSḆWNtn
mad ēstēd,mt YKOYMWNyt'
mēdyōmāh,mytywkmʾh
tar,LCT
say,ŠKBHWN
sāzēm,sʾc'm
atuwānīg,ʾtwbʾnyk
pūdag,pwtk
āwar,YHYTYWN'
kārd,kʾlt
namb,nmb'
wisān,wsʾn
wār,wʾ
wišōb,wšwpyn
murd,mwltk
xšwaxš,hšwhšmʾngwk
xšwaxš,hšwhšmʾngʾwk
xāk,AP̱LA
armēšt,ʾlmyšt
tad,t
pašm,pšm
keǰ,kc
abrēšom,ʾp̄lyšwm
pēčīd ēstēd,pycyt YKOYMWNyt
kard,
bōb,bwp
namad,nmt
bāliš,bʾlšn
čīd ēstēd,wcyt YKOYMWNyt
bāliš,bʾlšn'
ǰūd ēstēd,ywt YKOYMWNyt
rōbāh,lwpʾh
sargen,slgyn'
waččag,wck
xward bawēd,OŠTENt YHWWNyt
gušn,gwšn'
gugārd ēstēd,gwkʾlt YKOYMWNyt
han,hn
kah,kh
rubāy,lpʾd
murwārīd,mwlwʾlyt
yākand,yʾknd
parrēnag,plynk
wassad,wst
sag,sḵ
nāmčistīg,nʾmcštyk
kard ēstēd,OḆYDWNt YKOYMWNyt
zamīg,zmyḵ
srūwēn,slwb'yn
widest,wtst
ǰōbān,ywpʾn
parwast,plwst
xwast,YYPLHWNst
afšīd ēstēd,ʾp̄šyt YKOYMWNyt
mazg,mzg
anār,ʾnʾl
kulāf,kwlʾp
ast,ʾs
pahikōft,ptkwpyt
sēb,syp
ambrōd,ʾnblwt
mēwag,mywk
pazzāf,pzʾp̄
pazzām,pzʾm
pazzāf,pzʾp
panīr,pnyl
rēčār,lycʾl
šādurwān,šʾtʾwlwʾn
wistard ēstēd,wstlt YKOYMWNyt'
bōb,bwp'
šādurwān,šʾtʾwlwʾn'
gōšwār,gwšwʾl
mēxag,myhk
gōhrīd,gwhlytn
gumān,gwmʾn'
pēšyār,pyšywkʾl
čamišn,cmšn
ham,hn
baxsīdag,bhsytk
dar,BRA
apādyāb,ʾp̄ʾtyyʾp̄'
parrēz,ply
ay,ʾӯ
tāyag,tʾyk
zād,zʾ
nisēy,nsʾy
tāyag,tšyk
šust,HLLWNtn
nišast,nšst
ā,yʾ
gōn,gwn
wašt,wšt
sarmāg,slmʾk
šust,šwst
ōzan,Y̱ḴTLWN
ēg,ADYNyh
marz,ml
warr,LBWŠYA
gabrag,gwblk
yh,yh
aš,ʾʾš
abrōz,ʾp̄lwc
az pēš ī,MN LOYN Y
xwān,hwʾn'
padišxwar,ptšhwl
āhan,ʾsyny
šnūman,šnwmn
iθā ašəm vohū,iθā ašəm vohū
parwand,plwnd
buz,bwc
pašm,pšmy
mōy,mwdy
nax,nh
ā,yy
sarāsar,LOYŠE#ʾ LOYŠE
brīd ēstēd,PSKWNyt YKOYMWNyt
wišāy,ŠLYTW
dēbāg,dypʾk'
stabrag,stplk
parand,plnd
parnīgān,plnykʾn'
ēbyānghan,ʾyybyʾgyhʾn
pōst,pwsty
rūd ēstēd,lwt YKOYMWNyt
pambag,pmbky
šanēn,šnyn'
abrēšom,ʾp̄lyšm
dār,dʾly
šabīg,špyk
tūg,twk'
brīd ēstēd,blyt YKOYMWNyt
gawr,gwl
paymōxt ēstēd,ptmwht YKOYMWNyt
tūg,twk
nihuft ēstēd,nhwpt YKOYMWNyt
band,ASLWN
wišād,wšʾt
ē,yh
rēšag,lyšk'
sar,NYŠE
grih,gls
ē,ʾyy
mōg,mwk
xufs,HLMWN
pēš az,LOYN' MN
xwamn,ẔNE
srōšōčaranām,slwšwclnʾm
kard bawēd,krt YHWWNyt
pidar,Abytl
gētīg,stwplyt
pihw,pyhw'
grift ēstēd,OHDWNt YKOYMWNyt
abarag,ʾp̄lg
itā,ytʾ
ašem,ʾšmwhwk
wurrōy,HYMN
ē,ydy
gētīg,gyt'hlyt
kāmēm,YCBENm
āstawānīh,ʾstwbʾnyh
guft bawēd,gwpt YHWWNyt
gung,gng
ašem,ʾšm
ašem,ašəm
iθā,iθā
az ān ka,MN ZK AMT
tā ān ka,OD ZK AMT
hamēst,hmystk
čēgām,cykʾm
asēǰ,ʾsyc
ag,ʾk
wišgardīh,wškrtyh
tarsāg,tlsʾk
šōn,šwn
ēbārag,ʾdwʾlk'
sazīh,syc'y
yaz,YḎBHW
yašt bawēd,yšt' YHWWNyt
šōy,HLWN
āθrō,āθrō
mat̰ vīspaēibiio ātərəbiiō,mat̰ vīspaēibyo ātərəbyō
mōrčag,mwlck
hamēmāl,hmymʾlʾ
framāy,plmʾyn
uspurrīg,ʾwsp̄wlyk
abespārdan,ʾp̄sp̄ʾltn'
rad,ltʾ
abespārd,ʾp̄sp̄ʾlt'
bar,bʾl
marg,mlgʾlcʾnʾn
pad,PWN ptyt
marg,mlgʾlcʾn'
abespār,ʾp̄sp
ǰast,yst'
brīd,blytn
marg,mlgʾlcʾn
nimāy,nmʾdn
har čiyōn,KRA cygwn
ēd,ʾy
ǰast,yst
petīt,pt
niyōš,nywk
āwēn,ʾwyn
hāwand,hʾwnd
zardušt,zltwštʾ
paydāgēnīd ēstād,pytʾkynyt YKOYMWNʾt
abaxš,ʾp̄hš
wirāst ēstēd,wylʾst' YKOYMWNyt
nēryōsang,nylywsyng
sahē,MDMENydy
bast bawēd,bst YHWWNyt
tōz,twc
brēhēnīd,blyhynytn
plšwntn',plšwntn'
brēhēnē,blyhynydy
dār,d
čē,M
hil,ŠḆKWNy͟
kāf,kʾpyn
ōsān,ʾwsʾ
wizār,wc
kay,k'd
bōzīd,bwcyt
ē,ʾ
burz,bulc
xwēdōdah,hwytwkdt
wazaγ,wzg
wizārd bawēd,wcʾlt YHWWNyt
gazdum,gzdwm
wigān,kʾwn
ē,ӯ
petīt,ptyt'
wizār,pwlš
ay,ʾy
apetītīh,ʾptytyh
nē/be nē,bʾhl
aγrē,ʾγlyӯ
hašt,18
āsrō,ʾslwk
uzdehīg,ʾwcdhyk
dāšt ēstē,dʾšt YKOYMWNydy
zardušt,zltwhšt'
zardušt,zltwhštwk
āstawān,ʾstwbʾn'
hērbed,ʾ
pahikār,ptkʾ
mayān,mdyʾ
patīt,ptyt
kaštīg,kštyk
padwēšag,ptwyšk
frāz,plʾc
awāb,ʾp̄wʾp̄
xwarād,OŠTEN'ʾt
xwarē,OŠTENydy
dō srišwadag,2
āsn,ʾysnyt
hambast,hnbʾt
pāzag,p'ʾcwn
zēfān,zypʾn'
tasum,tswm
amahraspand,ʾmyhrspnd
niyōš,ndwkšyn
yazad,yẕdt
padīr,MKḆLWNt͟
niwēyēn,nwykyn
stāumi,stāumi
frašocarəθrąm.saošyantąm,frašocarəθrąm.saošyantąm
vīspå fravaṣ̌ayō aṣ̌āunąm yazaamaidē,vīspå fravaṣ̌ayō aṣ̌āunąm yaza[amaidē]
ka,MNW
tåsčā yazaamaidē,tåsčā yaza[amaidē]
aṣ̌əm vohū,aṣ̌əm vohū
dāmanąm,dāmanąm
aoxtō nāmanō u aṣ̌āt̰ hačā u yātumanahe u jasaiti,aoxtō [nāmanō] u aṣ̌āt̰ hačā u yātumanahe u jasaiti
ā,ʾmʾn
zīndag,zyndk'
maxš,mhš
šawāg,šwwʾk'
čāštag,cʾstk
drōn,OZLWNt
nihād,HNHTWN
nāwar,nʾp̄l
sidōš,stwš
ardāy,ʾltʾy
ēč,ʾyt
nihādom,nhʾtwm
ēbgat,ʾybgt
spand,spnd
dugdōw,dwkdʾw'
ē,100 30
dēw,ŠYTA
wināst,wnʾstn
dwārist hēnd,dbwlst HWEd
dānist hēnd,YDOYTWNst HWEd
mēdwag?,mdwk
hambaxs,hnbhsyn
hambaxs,hnbhs
dēw,dyp
mēz,my
gāhān,gʾsʾn'
widard,wtltk
sūdag,swtk
hād,hʾt
uštwad,ʾwštwpt
bēšāz,byšʾc
rōn,lwn'
ābus,ʾp̄ws
rēz,lyc
yaθā,yaθā
ahū,ahū
vairyō,vairyō
ē,ē
adādīhā,ʾdʾt'yhʾ
gōspand,gwspndʾ
adādīhā,ʾdʾtyhʾ
kušt,NKSWNt
tēx,tyẖ
kušt,kwšt
ōzanīh,ʾp̄zny
xar,hl
čihrāb,cyhlʾp̄
xrōs,hlws
kāsgēnag,kʾskynk
parastūg,plstwk
dīd,dytn
widard,wtl
āmurz,ʾmwl
āmārēn,ʾmʾly
freh,plyẖ
duwārsruǰīt,dwbʾslwcyt
nimūd ēstēd,nmwt YKOYMWNyt
ōwōn,ʾw'gwn
nō,HWMŠYA
gīr,OHDWNy͟
wāz,ʾywʾc
gawārag,gwʾlk
ī,ʾy
suft,swpt
suft,swp
kardan,OḆYDWNtn
gōgird,gwklt
sūd,swtn
handūd,hndwtn
parāhōm,plʾhwm
šabyār,šp̄yʾl
gumār,gwmʾlyn
wābar,ʾp̄l
kem,km
bēšāz,byšʾ
mard,GBRAʾ
paywand,ptnd
freš,plš
tāš,tʾš
freš,plyšn
ōft,NPLW
čagar,ckl
čahārdah,chʾldh
huspāram,hwspʾlm
frazand,pzn'd
handōz,hndwc
dāmdād,dʾmdʾt
gursnag,gwlsnk
ašem wohū,ʾšmwhwk
wigrād ēstēd,glst YKOYMWNyt
dāng,MZ
dādestān,gywʾk
sagādom,skʾtwm
wuzurg,wucwlg
wizīn,wcy
franām,plnʾ
xwast,hwst
ǰūd,ywtn
bay,bγʾ
baγ,bk
baγ,byštʾlyh
dranǰist,dlncst
rānēn,lʾny
ǰōy,YMRRW
srišwadag,slyšwtk
čahrušwadag,ctlwšwtk
panǰwadag,pncwtk
pāyēm,NTLWNm
zahāy,zhʾy
purs,pw
čihrōdād,cytldʾt
manuščihr,mʾnwyšcyhl
tāzānag,tʾcʾnk
afsān,ʾp̄sʾn
kirbag,krpkyh
awizīdār,ʾwcytʾl
ratuštāitīy,lʾtwštʾytyh
dužwār,dwcwʾl
guft ēstēd,gwpt' YKOYMWNyt'
dēn,dyn'ʾ
anāgāh,ʾnʾkyh
kark,klk
wināst,wynʾst
apattūg,ʾp̄twk
mōr,mwl
āšyān,ʾšʾ
mēz,myc
haft,ŠBA
wihān,whʾn'
išān,ʾyšʾn'
stān,YNSḆWNy͟
gōšōdāg,gwšwtʾk
duzz,ʾwc'
appar,ʾp̄l
zan,znʾ
yašt,YḎBHWNt
āwar,YHYTY
uzēnag,ʾwcynk'
tauua āθrō,tava āθrō
māraspand,mʾlʾspnd
padām,pdʾm
čehel yakom,40 1wm
pāsox,pʾshw'
ēst,yst
āstawān,ʾstwbʾn
čē ēwēnāg,ME#ʾdwynk'
čē ēwēnag,ME#ʾdwynk'
stāyīd,stʾyt
farrox,plhw'
frārāst,plʾlʾst'
pāšom,pʾšwm
ēmēd,ʾymyt'
pattāyēnīd,ptʾdynyt'
kun,OḆYDWNt͟
bōxt ēstēnd,bwht ystynd
rawāgēnīd hē,lwbʾkynyt' HWEy͟d͟y
čandīh,cndyh
nibišt,npštn
ōšmār,ʾwšmʾl
kirb,krpk'#
abespārīh,ʾp̄sp̄ʾlyh
nāf,nʾp̄'
xīndag,hyn'dk
ummēd,ʾwmyt'
guft ēstēd,gwpt' ystyt'
čehel ud dowom,40 2wm
ašāy,ʾšʾ
čirāγ,clʾg
tava āθrō,tava āθrō
šnūman,šnwmn'
pēš andar,LOYN' ḆYN
čehel hašt,40 8
pāy,pʾdy
čāštag,cʾštk'
nēst,LOYT'
pas,AL
nē,AL
pēš,AHL
ō pēš ī,OL pyš Y
padisār,ptysʾl
anaγrān,ʾnglʾn
dūr,dyl
ǰud az,ywdt' MN
amahraspand,ʾmhrsp̄
handāzīh,hndʾcyh
dig,dyk
parēr,plyl
padisārīg,ptysʾlyk
padisārīh,ptysʾlyh
gōwīh,YMRRWNyh
az ān ī čiyōn,MN ZK Y cygwn
čehel ud seyom,40 3wm
abarmān,ʾp̄lmʾnd
kard ēstēd,krt' ystyt'
spāhān,sp̄hʾn
driyōš,dlgwšʾ
abarmān,ʾp̄lmʾ
škōh,škwy
ēg,ʾyn'
handāxt,hndʾht'
tā ān kū,OD ZK  AYK
mad ēstē,mt' YKOYMWNy͟d͟y
framūd,plmwtn
nīrmad,nylmt'
passazag,psck'
ēmēd,ʾymyt
framūd,plmwt'
padēx,ptyhw'
niwēy,nwykyn
baxšēnīdārīh,bhšynytʾlyh
spurrīg,sp̄wlyk
niyābag,nydʾp̄k'
pāy,pʾdd
hmkws,hmkws
niyābag,hmkws
dah,ny
apaymānīg,ʾp̄tmʾnyk
ǰāmāsp,yʾmʾsp̄'
hwōwān,hwwʾn
abahr,ʾbʾhl
drust,drwdst'
iz ēk,c#ʾywk
bahrēnīd,bʾhlynytn
iz az,c MN
kirbag,klpk
padīrift,ptylptn
zīwist,zywstn
axwāst,ʾBOYHWNst'
hē,HWEy͟d͟y
sāl,swt'
māh,ms
čehel ud čahārom,40 4wm
hērbed,hylpt'
mādayān,mʾtydʾn
hammōz,hmwcyn
būd hēnd,YHWWNt'  HWEd
hammōxt,hmwht'
hāwišt,hʾwš
niyāz,nydʾc'
ast,AYT''
gōwīh,YMRRWNy
ōst,hlwst
pēšōbāy,pyšwpʾd
wizīd,wcyt'
pēšag,pyšk'
warm,wlmwyh
frāz az,prʾc MN
wisparad,wsp̄lyt'
hād,hʾt'
abādyābīh,ʾp̄ʾtyʾp̄yh
društag,dlwštk'
ā,ʾy
wattārīh,SLYtlyh
abesīhēn,ʾp̄shyn
frēzwānīg,plycwʾnyk
čehel ud panǰom,40 5wm
hišt,ŠḆKWNt͟
kard,OḆYDWNt'
handōxt,hndwht'
husraw,hslwb
astānag,ʾstʾnk'
čār,cʾʾ
ān ī,ZK#ʾy
azyān,zydʾn
sud,swt
hil,ŠḆKWNt͟
ayāb,ʾʾp̄yn
axwāst,ʾhwʾst
nabānazdišt,nbʾnzdšt
wind,wndyn'
wabz,ycyn'yh
wāstaryōš,ʾslwn
ōgārd,gwkʾlt'
frēzwānīg,plycwʾnyk'
dastwar,dastwbl
atuxšišnīhā,ʾtwhššn'yhʾ
